species,gait_type,target_speed_ms,stiffness_Nm_rad,stiffness_normalised,stride_length_m
horse,rotary,15,689.574,1.26486,7.08847
horse,rotary,15,793.972,1.45635,7.07572
horse,rotary,15,914.176,1.67683,7.06086
horse,rotary,15,1052.58,1.9307,7.04411
horse,rotary,15,1211.93,2.223,7.03047
horse,rotary,15,1395.41,2.55955,7.01858
horse,rotary,15,1606.67,2.94705,6.91136
horse,rotary,15,1849.92,3.39322,6.89435
horse,rotary,15,2129.99,3.90694,6.87645
horse,rotary,15,2452.46,4.49843,6.91545
horse,rotary,15,2823.75,5.17947,7.0455
horse,rotary,15,3251.25,5.96362,7.04197
horse,rotary,15,3743.47,6.86649,7.04396
horse,rotary,15,4310.22,7.90604,7.08725
horse,rotary,15,4962.76,9.10298,7.09051
horse,rotary,15,5714.1,10.4811,7.09637
horse,rotary,15,6579.19,12.0679,7.0886
horse,rotary,15,7575.25,13.895,7.07426
horse,rotary,15,8722.11,15.9986,7.07306
horse,rotary,15,10042.6,18.4207,7.06859
horse,rotary,15,11563,21.2095,7.06665
horse,rotary,15,13313.6,24.4205,7.04359
horse,rotary,15,15329.2,28.1177,7.03754
horse,rotary,15,17650,32.3746,7.02397
horse,rotary,15,20322.1,37.2759,7.01019
horse,rotary,15,23398.8,42.9193,6.99706
horse,rotary,15,26941.2,49.4171,6.97985
horse,rotary,15,31020,56.8987,6.94619
horse,rotary,15,35716.3,65.5129,6.93732
horse,rotary,15,41123.6,75.4312,6.92911
horse,rotary,15,47349.5,86.8511,6.91908
horse,rotary,15,54518,100,6.91391
horse,transverse,8,54.518,0.1,4.26247
horse,transverse,8,62.7718,0.11514,4.1963
horse,transverse,8,72.2751,0.132571,4.19322
horse,transverse,8,83.2173,0.152642,4.18993
horse,transverse,8,95.816,0.175751,4.18636
horse,transverse,8,110.322,0.202359,4.18241
horse,transverse,8,127.024,0.232995,4.17757
horse,transverse,8,146.255,0.26827,4.17314
horse,transverse,8,168.398,0.308884,4.09265
horse,transverse,8,193.892,0.355648,4.08931
horse,transverse,8,223.247,0.409492,4.08631
horse,transverse,8,257.045,0.471487,4.08
horse,transverse,8,295.961,0.542867,4.078
horse,transverse,8,340.768,0.625055,4.11989
horse,transverse,8,392.358,0.719686,4.13513
horse,transverse,8,451.76,0.828643,4.13388
horse,transverse,8,520.154,0.954096,4.13226
horse,transverse,8,598.903,1.09854,4.131
horse,transverse,8,689.574,1.26486,4.11965
horse,transverse,8,793.972,1.45635,4.14689
horse,transverse,8,914.176,1.67683,4.17334
horse,transverse,8,1052.58,1.9307,4.21892
horse,transverse,8,1211.93,2.223,4.30183
horse,transverse,8,1395.41,2.55955,4.33965
horse,transverse,8,1606.67,2.94705,4.35386
horse,transverse,8,1849.92,3.39322,4.41211
horse,transverse,8,2129.99,3.90694,4.41219
horse,transverse,8,2452.46,4.49843,4.44574
horse,transverse,8,2823.75,5.17947,4.38995
horse,transverse,8,3251.25,5.96362,4.38387
horse,transverse,8,3743.47,6.86649,4.37219
horse,transverse,8,4310.22,7.90604,4.37376
horse,transverse,8,4962.76,9.10298,4.36944
horse,transverse,8,5714.1,10.4811,4.36013
horse,transverse,8,6579.19,12.0679,4.34919
horse,transverse,8,7575.25,13.895,4.34723
horse,transverse,8,8722.11,15.9986,4.34483
horse,transverse,8,10042.6,18.4207,4.3397
horse,transverse,8,11563,21.2095,4.33277
horse,transverse,8,13313.6,24.4205,4.31594
horse,transverse,8,15329.2,28.1177,4.31772
horse,transverse,8,17650,32.3746,4.31985
horse,transverse,8,20322.1,37.2759,4.31258
horse,transverse,8,23398.8,42.9193,4.30878
horse,transverse,8,26941.2,49.4171,4.31132
horse,transverse,8,31020,56.8987,4.30829
horse,transverse,8,35716.3,65.5129,4.30566
horse,transverse,8,41123.6,75.4312,4.3026
horse,transverse,8,47349.5,86.8511,4.29891
horse,transverse,8,54518,100,4.3037
horse,transverse,10,54.518,0.1,5.14463
horse,transverse,10,62.7718,0.11514,4.93897
horse,transverse,10,72.2751,0.132571,4.93197
horse,transverse,10,83.2173,0.152642,4.93077
horse,transverse,10,95.816,0.175751,4.92888
horse,transverse,10,110.322,0.202359,4.92346
horse,transverse,10,127.024,0.232995,4.92006
horse,transverse,10,146.255,0.26827,4.91642
horse,transverse,10,168.398,0.308884,4.91263
horse,transverse,10,193.892,0.355648,4.91035
horse,transverse,10,223.247,0.409492,4.9076
horse,transverse,10,257.045,0.471487,4.90326
horse,transverse,10,295.961,0.542867,4.89947
horse,transverse,10,340.768,0.625055,4.89352
horse,transverse,10,392.358,0.719686,4.88889
horse,transverse,10,451.76,0.828643,4.8834
horse,transverse,10,520.154,0.954096,4.87752
horse,transverse,10,598.903,1.09854,4.85888
horse,transverse,10,689.574,1.26486,4.85348
horse,transverse,10,793.972,1.45635,4.85046
horse,transverse,10,914.176,1.67683,4.85141
horse,transverse,10,1052.58,1.9307,4.85855
horse,transverse,10,1211.93,2.223,4.84889
horse,transverse,10,1395.41,2.55955,4.84118
horse,transverse,10,1606.67,2.94705,4.83396
horse,transverse,10,1849.92,3.39322,4.82819
horse,transverse,10,2129.99,3.90694,4.93857
horse,transverse,10,2452.46,4.49843,5.29282
horse,transverse,10,2823.75,5.17947,5.45281
horse,transverse,10,3251.25,5.96362,5.44856
horse,transverse,10,3743.47,6.86649,5.32423
horse,transverse,10,4310.22,7.90604,5.30544
horse,transverse,10,4962.76,9.10298,5.28935
horse,transverse,10,5714.1,10.4811,5.24587
horse,transverse,10,6579.19,12.0679,5.25638
horse,transverse,10,7575.25,13.895,5.24683
horse,transverse,10,8722.11,15.9986,5.2395
horse,transverse,10,10042.6,18.4207,5.23198
horse,transverse,10,11563,21.2095,5.22579
horse,transverse,10,13313.6,24.4205,5.21784
horse,transverse,10,15329.2,28.1177,5.21508
horse,transverse,10,17650,32.3746,5.20986
horse,transverse,10,20322.1,37.2759,5.20618
horse,transverse,10,23398.8,42.9193,5.20657
horse,transverse,10,26941.2,49.4171,5.20017
horse,transverse,10,31020,56.8987,5.19372
horse,transverse,10,35716.3,65.5129,5.18915
horse,transverse,10,41123.6,75.4312,5.18067
horse,transverse,10,47349.5,86.8511,5.17542
horse,transverse,10,54518,100,5.16805
horse,transverse,12,54.518,0.1,5.75864
horse,transverse,12,62.7718,0.11514,5.757
horse,transverse,12,72.2751,0.132571,5.75354
horse,transverse,12,83.2173,0.152642,5.74983
horse,transverse,12,95.816,0.175751,5.74612
horse,transverse,12,110.322,0.202359,5.74737
horse,transverse,12,127.024,0.232995,6.11024
horse,transverse,12,146.255,0.26827,5.74503
horse,transverse,12,168.398,0.308884,5.73881
horse,transverse,12,193.892,0.355648,5.73699
horse,transverse,12,223.247,0.409492,5.73003
horse,transverse,12,257.045,0.471487,5.72576
horse,transverse,12,295.961,0.542867,5.72373
horse,transverse,12,340.768,0.625055,5.71971
horse,transverse,12,392.358,0.719686,5.7091
horse,transverse,12,451.76,0.828643,5.71246
horse,transverse,12,520.154,0.954096,5.70965
horse,transverse,12,598.903,1.09854,5.69755
horse,transverse,12,689.574,1.26486,5.68972
horse,transverse,12,793.972,1.45635,5.68353
horse,transverse,12,914.176,1.67683,5.6751
horse,transverse,12,1052.58,1.9307,5.69059
horse,transverse,12,1211.93,2.223,5.95397
horse,transverse,12,1395.41,2.55955,6.18791
horse,transverse,12,1606.67,2.94705,6.25016
horse,transverse,12,1849.92,3.39322,6.27933
horse,transverse,12,2129.99,3.90694,6.34219
horse,transverse,12,2452.46,4.49843,6.36266
horse,transverse,12,2823.75,5.17947,6.41358
horse,transverse,12,3251.25,5.96362,6.42204
horse,transverse,12,3743.47,6.86649,6.43875
horse,transverse,12,4310.22,7.90604,6.43728
horse,transverse,12,4962.76,9.10298,6.42263
horse,transverse,12,5714.1,10.4811,6.40449
horse,transverse,12,6579.19,12.0679,6.3847
horse,transverse,12,7575.25,13.895,6.36531
horse,transverse,12,8722.11,15.9986,6.33993
horse,transverse,12,10042.6,18.4207,6.31925
horse,transverse,12,11563,21.2095,6.29812
horse,transverse,12,13313.6,24.4205,6.28235
horse,transverse,12,15329.2,28.1177,6.26685
horse,transverse,12,17650,32.3746,6.25226
horse,transverse,12,20322.1,37.2759,6.2363
horse,transverse,12,23398.8,42.9193,6.17802
horse,transverse,12,26941.2,49.4171,6.15376
horse,transverse,12,31020,56.8987,6.13787
horse,transverse,12,35716.3,65.5129,6.12585
horse,transverse,12,41123.6,75.4312,6.1108
horse,transverse,12,47349.5,86.8511,6.09745
horse,transverse,12,54518,100,6.08635
horse,transverse,15,54.518,0.1,7.11441
horse,transverse,15,62.7718,0.11514,7.15559
horse,transverse,15,72.2751,0.132571,7.14507
horse,transverse,15,83.2173,0.152642,7.14036
horse,transverse,15,95.816,0.175751,7.13477
horse,transverse,15,110.322,0.202359,7.13273
horse,transverse,15,127.024,0.232995,7.13045
horse,transverse,15,146.255,0.26827,7.14005
horse,transverse,15,168.398,0.308884,7.14296
horse,transverse,15,193.892,0.355648,7.14316
horse,transverse,15,223.247,0.409492,7.15216
horse,transverse,15,257.045,0.471487,7.15035
horse,transverse,15,295.961,0.542867,7.1463
horse,transverse,15,340.768,0.625055,7.14164
horse,transverse,15,392.358,0.719686,7.13753
horse,transverse,15,451.76,0.828643,7.13288
horse,transverse,15,520.154,0.954096,7.15502
horse,transverse,15,598.903,1.09854,7.15394
horse,transverse,15,689.574,1.26486,7.14966
horse,transverse,15,793.972,1.45635,7.17365
horse,transverse,15,914.176,1.67683,7.17885
horse,transverse,15,1052.58,1.9307,7.31522
horse,transverse,15,1211.93,2.223,7.30254
horse,transverse,15,1395.41,2.55955,7.31924
horse,transverse,15,1606.67,2.94705,7.33184
horse,transverse,15,1849.92,3.39322,7.33178
horse,transverse,15,2129.99,3.90694,7.33442
horse,transverse,15,2452.46,4.49843,7.32043
horse,transverse,15,2823.75,5.17947,7.31883
horse,transverse,15,3251.25,5.96362,7.31952
horse,transverse,15,3743.47,6.86649,7.31797
horse,transverse,15,4310.22,7.90604,7.31963
horse,transverse,15,4962.76,9.10298,7.85141
horse,transverse,15,5714.1,10.4811,7.83926
horse,transverse,15,6579.19,12.0679,7.83717
horse,transverse,15,7575.25,13.895,7.77762
horse,transverse,15,8722.11,15.9986,7.73451
horse,transverse,15,10042.6,18.4207,7.70086
horse,transverse,15,11563,21.2095,7.71482
horse,transverse,15,13313.6,24.4205,7.6983
horse,transverse,15,15329.2,28.1177,7.67071
horse,transverse,15,17650,32.3746,7.65917
horse,transverse,15,20322.1,37.2759,7.61273
horse,transverse,15,23398.8,42.9193,7.61376
horse,transverse,15,26941.2,49.4171,7.61404
horse,transverse,15,31020,56.8987,7.61425
horse,transverse,15,35716.3,65.5129,7.60373
horse,transverse,15,41123.6,75.4312,7.60062
horse,transverse,15,47349.5,86.8511,7.59832
horse,transverse,15,54518,100,7.59401
